date,item,sales,is_weekend,is_holiday,is_festival,promo_active,temperature_celsius,rainfall_mm
2022-01-10,Pasta,57,0,0,0,0,21.9,0.0
2022-01-10,Salad,41,0,0,0,0,21.9,0.0
2022-01-11,Burger,86,0,0,0,0,20.4,0.1
2022-01-11,Pizza,79,0,0,0,0,20.4,0.1
2022-01-11,Pasta,51,0,0,0,0,20.4,0.1
2022-01-11,Salad,39,0,0,0,0,20.4,0.1
2022-01-12,Burger,91,0,0,0,0,21.4,0.1
2022-01-12,Pizza,66,0,0,0,0,21.4,0.1
2022-01-12,Pasta,58,0,0,0,0,21.4,0.1
2022-01-12,Salad,42,0,0,0,0,21.4,0.1
2022-01-13,Burger,101,0,0,0,0,21.0,0.1
2022-01-13,Pizza,68,0,0,0,0,21.0,0.1
2022-01-13,Pasta,55,0,0,0,0,21.0,0.1
2022-01-13,Salad,31,0,0,0,0,21.0,0.1
2022-01-14,Burger,99,0,0,0,0,22.3,0.1
2022-01-14,Pizza,85,0,0,0,0,22.3,0.1
2022-01-14,Pasta,73,0,0,0,0,22.3,0.1
2022-01-14,Salad,40,0,0,0,0,22.3,0.1
2022-01-15,Burger,119,1,0,0,0,20.0,0.5
2022-01-15,Pizza,107,1,0,0,0,20.0,0.5
2022-01-15,Pasta,90,1,0,0,0,20.0,0.5
2022-01-15,Salad,53,1,0,0,0,20.0,0.5
2022-01-16,Burger,120,1,0,0,0,21.4,0.0
2022-01-16,Pizza,106,1,0,0,0,21.4,0.0
2022-01-16,Pasta,70,1,0,0,0,21.4,0.0
2022-01-16,Salad,48,1,0,0,0,21.4,0.0
2022-01-17,Burger,74,0,0,0,0,20.5,0.3
2022-01-17,Pizza,52,0,0,0,0,20.5,0.3
2022-01-17,Pasta,58,0,0,0,0,20.5,0.3
2022-01-17,Salad,34,0,0,0,0,20.5,0.3
2022-01-18,Burger,86,0,0,0,0,20.7,0.1
2022-01-18,Pizza,74,0,0,0,0,20.7,0.1
2022-01-18,Pasta,67,0,0,0,0,20.7,0.1
2022-01-18,Salad,37,0,0,0,0,20.7,0.1
2022-01-19,Burger,85,0,0,0,0,21.3,0.7
2022-01-19,Pizza,70,0,0,0,0,21.3,0.7
2022-01-19,Pasta,46,0,0,0,0,21.3,0.7
2022-01-19,Salad,32,0,0,0,0,21.3,0.7
2022-01-20,Burger,88,0,0,0,0,19.8,0.0
2022-01-20,Pizza,89,0,0,0,0,19.8,0.0
2022-01-20,Pasta,56,0,0,0,0,19.8,0.0
2022-01-20,Salad,37,0,0,0,0,19.8,0.0
2022-01-21,Burger,87,0,0,0,0,21.0,0.8
2022-01-21,Pizza,86,0,0,0,0,21.0,0.8
2022-01-21,Pasta,56,0,0,0,0,21.0,0.8
2022-01-21,Salad,38,0,0,0,0,21.0,0.8
2022-01-22,Burger,145,1,0,0,0,21.9,0.3
2022-01-22,Pizza,88,1,0,0,0,21.9,0.3
2022-01-22,Pasta,85,1,0,0,0,21.9,0.3
2022-01-22,Salad,65,1,0,0,0,21.9,0.3
2022-01-23,Burger,112,1,0,0,0,19.8,0.0
2022-01-23,Pizza,113,1,0,0,0,19.8,0.0
2022-01-23,Pasta,83,1,0,0,0,19.8,0.0
2022-01-23,Salad,49,1,0,0,0,19.8,0.0
2022-01-24,Burger,78,0,0,0,0,20.6,0.1
2022-01-24,Pizza,75,0,0,0,0,20.6,0.1
2022-01-24,Pasta,51,0,0,0,0,20.6,0.1
2022-01-24,Salad,42,0,0,0,0,20.6,0.1
2022-01-25,Burger,84,0,0,0,0,20.1,0.5
2022-01-25,Pizza,68,0,0,0,0,20.1,0.5
2022-01-25,Pasta,59,0,0,0,0,20.1,0.5
2022-01-25,Salad,39,0,0,0,0,20.1,0.5
2022-01-26,Burger,118,0,1,0,0,21.6,0.2
2022-01-26,Pizza,116,0,1,0,0,21.6,0.2
2022-01-26,Pasta,92,0,1,0,0,21.6,0.2
2022-01-26,Salad,64,0,1,0,0,21.6,0.2
2022-01-27,Burger,76,0,0,0,0,19.5,0.3
2022-01-27,Pizza,75,0,0,0,0,19.5,0.3
2022-01-27,Pasta,63,0,0,0,0,19.5,0.3
2022-01-27,Salad,36,0,0,0,0,19.5,0.3
2022-01-28,Burger,104,0,0,0,0,22.0,0.0
2022-01-28,Pizza,76,0,0,0,0,22.0,0.0
2022-01-28,Pasta,76,0,0,0,0,22.0,0.0
2022-01-28,Salad,45,0,0,0,0,22.0,0.0
2022-01-29,Burger,136,1,0,0,0,19.6,0.2
2022-01-29,Pizza,96,1,0,0,0,19.6,0.2
2022-01-29,Pasta,73,1,0,0,0,19.6,0.2
2022-01-29,Salad,56,1,0,0,0,19.6,0.2
2022-01-30,Burger,128,1,0,0,0,22.5,0.4
2022-01-30,Pizza,114,1,0,0,0,22.5,0.4
2022-01-30,Pasta,72,1,0,0,0,22.5,0.4
2022-01-30,Salad,46,1,0,0,0,22.5,0.4
2022-01-31,Burger,79,0,0,0,0,19.9,0.7
2022-01-31,Pizza,76,0,0,0,0,19.9,0.7
2022-01-31,Pasta,54,0,0,0,0,19.9,0.7
2022-01-31,Salad,39,0,0,0,0,19.9,0.7
2022-02-01,Burger,74,0,0,0,0,24.1,0.2
2022-02-01,Pizza,78,0,0,0,0,24.1,0.2
2022-02-01,Pasta,50,0,0,0,0,24.1,0.2
2022-02-01,Salad,30,0,0,0,0,24.1,0.2
2022-02-02,Burger,78,0,0,0,0,22.2,0.8
2022-02-02,Pizza,60,0,0,0,0,22.2,0.8
2022-02-02,Pasta,50,0,0,0,0,22.2,0.8
2022-02-02,Salad,30,0,0,0,0,22.2,0.8
2022-02-03,Burger,73,0,0,0,0,24.4,0.1
2022-02-03,Pizza,67,0,0,0,0,24.4,0.1
2022-02-03,Pasta,48,0,0,0,0,24.4,0.1
2022-02-03,Salad,29,0,0,0,0,24.4,0.1
2022-02-04,Burger,90,0,0,0,0,23.7,0.3
2022-02-04,Pizza,72,0,0,0,0,23.7,0.3
2022-02-04,Pasta,50,0,0,0,0,23.7,0.3
2022-02-04,Salad,42,0,0,0,0,23.7,0.3
2022-02-05,Burger,121,1,0,0,0,23.6,0.4
2022-02-05,Pizza,98,1,0,0,0,23.6,0.4
2022-02-05,Pasta,59,1,0,0,0,23.6,0.4
2022-02-05,Salad,43,1,0,0,0,23.6,0.4
2022-02-06,Burger,106,1,0,0,0,24.1,0.6
2022-02-06,Pizza,82,1,0,0,0,24.1,0.6
2022-02-06,Pasta,69,1,0,0,0,24.1,0.6
2022-02-06,Salad,50,1,0,0,0,24.1,0.6
2022-02-07,Burger,83,0,0,0,0,23.5,0.3
2022-02-07,Pizza,65,0,0,0,0,23.5,0.3
2022-02-07,Pasta,46,0,0,0,0,23.5,0.3
2022-02-07,Salad,35,0,0,0,0,23.5,0.3
2022-02-08,Burger,74,0,0,0,0,22.6,0.3
2022-02-08,Pizza,61,0,0,0,0,22.6,0.3
2022-02-08,Pasta,45,0,0,0,0,22.6,0.3
2022-02-08,Salad,26,0,0,0,0,22.6,0.3
2022-02-09,Burger,72,0,0,0,0,23.9,0.3
2022-02-09,Pizza,68,0,0,0,0,23.9,0.3
2022-02-09,Pasta,47,0,0,0,0,23.9,0.3
2022-02-09,Salad,29,0,0,0,0,23.9,0.3
2022-02-10,Burger,101,0,0,0,1,22.6,0.3
2022-02-10,Pizza,95,0,0,0,1,22.6,0.3
2022-02-10,Pasta,71,0,0,0,1,22.6,0.3
2022-02-10,Salad,46,0,0,0,1,22.6,0.3
2022-02-11,Burger,85,0,0,0,1,24.5,1.1
2022-02-11,Pizza,88,0,0,0,1,24.5,1.1
2022-02-11,Pasta,62,0,0,0,1,24.5,1.1
2022-02-11,Salad,51,0,0,0,1,24.5,1.1
2022-02-12,Burger,137,1,0,0,1,22.5,0.0
2022-02-12,Pizza,104,1,0,0,1,22.5,0.0
2022-02-12,Pasta,102,1,0,0,1,22.5,0.0
2022-02-12,Salad,57,1,0,0,1,22.5,0.0
2022-02-13,Burger,152,1,0,0,1,23.1,0.1
2022-02-13,Pizza,109,1,0,0,1,23.1,0.1
2022-02-13,Pasta,71,1,0,0,1,23.1,0.1
2022-02-13,Salad,60,1,0,0,1,23.1,0.1
2022-02-14,Burger,105,0,0,0,1,26.0,0.2
2022-02-14,Pizza,71,0,0,0,1,26.0,0.2
2022-02-14,Pasta,51,0,0,0,1,26.0,0.2
2022-02-14,Salad,42,0,0,0,1,26.0,0.2
2022-02-15,Burger,64,0,0,0,1,25.7,0.0
2022-02-15,Pizza,70,0,0,0,1,25.7,0.0
2022-02-15,Pasta,57,0,0,0,1,25.7,0.0
2022-02-15,Salad,37,0,0,0,1,25.7,0.0
2022-02-16,Burger,81,0,0,0,1,25.5,0.3
2022-02-16,Pizza,76,0,0,0,1,25.5,0.3
2022-02-16,Pasta,56,0,0,0,1,25.5,0.3
2022-02-16,Salad,42,0,0,0,1,25.5,0.3
2022-02-17,Burger,68,0,0,0,0,26.3,0.6
2022-02-17,Pizza,64,0,0,0,0,26.3,0.6
2022-02-17,Pasta,47,0,0,0,0,26.3,0.6
2022-02-17,Salad,32,0,0,0,0,26.3,0.6
2022-02-18,Burger,83,0,0,0,0,23.6,0.8
2022-02-18,Pizza,56,0,0,0,0,23.6,0.8
2022-02-18,Pasta,61,0,0,0,0,23.6,0.8
2022-02-18,Salad,35,0,0,0,0,23.6,0.8
2022-02-19,Burger,109,1,0,0,0,26.0,0.2
2022-02-19,Pizza,95,1,0,0,0,26.0,0.2
2022-02-19,Pasta,70,1,0,0,0,26.0,0.2
2022-02-19,Salad,46,1,0,0,0,26.0,0.2
2022-02-20,Burger,97,1,0,0,0,23.3,0.6
2022-02-20,Pizza,77,1,0,0,0,23.3,0.6
2022-02-20,Pasta,61,1,0,0,0,23.3,0.6
2022-02-20,Salad,48,1,0,0,0,23.3,0.6
2022-02-21,Burger,81,0,0,0,0,25.2,0.6
2022-02-21,Pizza,65,0,0,0,0,25.2,0.6
2022-02-21,Pasta,42,0,0,0,0,25.2,0.6
2022-02-21,Salad,31,0,0,0,0,25.2,0.6
2022-02-22,Burger,78,0,0,0,0,24.4,1.4
2022-02-22,Pizza,49,0,0,0,0,24.4,1.4
2022-02-22,Pasta,40,0,0,0,0,24.4,1.4
2022-02-22,Salad,30,0,0,0,0,24.4,1.4
2022-02-23,Burger,73,0,0,0,0,24.9,0.8
2022-02-23,Pizza,67,0,0,0,0,24.9,0.8
2022-02-23,Pasta,50,0,0,0,0,24.9,0.8
2022-02-23,Salad,36,0,0,0,0,24.9,0.8
2022-02-24,Burger,77,0,0,0,0,25.1,0.1
2022-02-24,Pizza,60,0,0,0,0,25.1,0.1
2022-02-24,Pasta,51,0,0,0,0,25.1,0.1
2022-02-24,Salad,33,0,0,0,0,25.1,0.1
2022-02-25,Burger,87,0,0,0,0,22.8,0.9
2022-02-25,Pizza,74,0,0,0,0,22.8,0.9
2022-02-25,Pasta,50,0,0,0,0,22.8,0.9
2022-02-25,Salad,44,0,0,0,0,22.8,0.9
2022-02-26,Burger,97,1,0,0,0,22.3,0.3
2022-02-26,Pizza,97,1,0,0,0,22.3,0.3
2022-02-26,Pasta,74,1,0,0,0,22.3,0.3
2022-02-26,Salad,43,1,0,0,0,22.3,0.3
2022-02-27,Burger,113,1,0,0,0,23.5,0.2
2022-02-27,Pizza,82,1,0,0,0,23.5,0.2
2022-02-27,Pasta,59,1,0,0,0,23.5,0.2
2022-02-27,Salad,43,1,0,0,0,23.5,0.2
2022-02-28,Burger,72,0,0,0,0,24.0,0.3
2022-02-28,Pizza,59,0,0,0,0,24.0,0.3
2022-02-28,Pasta,48,0,0,0,0,24.0,0.3
2022-02-28,Salad,35,0,0,0,0,24.0,0.3
2022-03-01,Burger,66,0,0,0,0,27.5,0.0
2022-03-01,Pizza,53,0,0,0,0,27.5,0.0
2022-03-01,Pasta,43,0,0,0,0,27.5,0.0
2022-03-01,Salad,34,0,0,0,0,27.5,0.0
2022-03-02,Burger,87,0,0,0,0,26.9,0.3
2022-03-02,Pizza,60,0,0,0,0,26.9,0.3
2022-03-02,Pasta,46,0,0,0,0,26.9,0.3
2022-03-02,Salad,32,0,0,0,0,26.9,0.3
2022-03-03,Burger,79,0,0,0,0,26.4,0.1
2022-03-03,Pizza,57,0,0,0,0,26.4,0.1
2022-03-03,Pasta,49,0,0,0,0,26.4,0.1
2022-03-03,Salad,40,0,0,0,0,26.4,0.1
2022-03-04,Burger,91,0,0,0,0,26.4,0.2
2022-03-04,Pizza,69,0,0,0,0,26.4,0.2
2022-03-04,Pasta,56,0,0,0,0,26.4,0.2
2022-03-04,Salad,40,0,0,0,0,26.4,0.2
2022-03-05,Burger,104,1,0,0,0,27.7,2.5
2022-03-05,Pizza,77,1,0,0,0,27.7,2.5
2022-03-05,Pasta,63,1,0,0,0,27.7,2.5
2022-03-05,Salad,50,1,0,0,0,27.7,2.5
2022-03-06,Burger,113,1,0,0,0,28.2,0.3
2022-03-06,Pizza,94,1,0,0,0,28.2,0.3
2022-03-06,Pasta,73,1,0,0,0,28.2,0.3
2022-03-06,Salad,47,1,0,0,0,28.2,0.3
2022-03-07,Burger,69,0,0,0,0,27.7,0.5
2022-03-07,Pizza,58,0,0,0,0,27.7,0.5
2022-03-07,Pasta,36,0,0,0,0,27.7,0.5
2022-03-07,Salad,33,0,0,0,0,27.7,0.5
2022-03-08,Burger,74,0,0,0,0,25.6,1.8
2022-03-08,Pizza,48,0,0,0,0,25.6,1.8
2022-03-08,Pasta,46,0,0,0,0,25.6,1.8
2022-03-08,Salad,34,0,0,0,0,25.6,1.8
2022-03-09,Burger,66,0,0,0,0,27.7,0.1
2022-03-09,Pizza,74,0,0,0,0,27.7,0.1
2022-03-09,Pasta,52,0,0,0,0,27.7,0.1
2022-03-09,Salad,33,0,0,0,0,27.7,0.1
2022-03-10,Burger,83,0,0,0,0,24.4,1.8
2022-03-10,Pizza,61,0,0,0,0,24.4,1.8
2022-03-10,Pasta,46,0,0,0,0,24.4,1.8
2022-03-10,Salad,24,0,0,0,0,24.4,1.8
2022-03-11,Burger,88,0,0,0,0,25.4,0.2
2022-03-11,Pizza,72,0,0,0,0,25.4,0.2
2022-03-11,Pasta,52,0,0,0,0,25.4,0.2
2022-03-11,Salad,42,0,0,0,0,25.4,0.2
2022-03-12,Burger,105,1,0,0,0,25.2,1.5
2022-03-12,Pizza,75,1,0,0,0,25.2,1.5
2022-03-12,Pasta,69,1,0,0,0,25.2,1.5
2022-03-12,Salad,52,1,0,0,0,25.2,1.5
2022-03-13,Burger,107,1,0,0,0,28.3,0.2
2022-03-13,Pizza,78,1,0,0,0,28.3,0.2
2022-03-13,Pasta,72,1,0,0,0,28.3,0.2
2022-03-13,Salad,48,1,0,0,0,28.3,0.2
2022-03-14,Burger,77,0,0,0,0,27.9,0.4
2022-03-14,Pizza,68,0,0,0,0,27.9,0.4
2022-03-14,Pasta,47,0,0,0,0,27.9,0.4
2022-03-14,Salad,31,0,0,0,0,27.9,0.4
2022-03-15,Burger,82,0,0,0,0,26.2,0.0
2022-03-15,Pizza,71,0,0,0,0,26.2,0.0
2022-03-15,Pasta,43,0,0,0,0,26.2,0.0
2022-03-15,Salad,37,0,0,0,0,26.2,0.0
2022-03-16,Burger,63,0,0,0,0,27.8,0.2
2022-03-16,Pizza,68,0,0,0,0,27.8,0.2
2022-03-16,Pasta,46,0,0,0,0,27.8,0.2
2022-03-16,Salad,36,0,0,0,0,27.8,0.2
2022-03-17,Burger,158,0,0,1,0,23.9,0.8
2022-03-17,Pizza,95,0,0,1,0,23.9,0.8
2022-03-17,Pasta,70,0,0,1,0,23.9,0.8
2022-03-17,Salad,59,0,0,1,0,23.9,0.8
2022-03-18,Burger,253,0,1,1,0,27.0,0.3
2022-03-18,Pizza,230,0,1,1,0,27.0,0.3
2022-03-18,Pasta,132,0,1,1,0,27.0,0.3
2022-03-18,Salad,114,0,1,1,0,27.0,0.3
2022-03-19,Burger,116,1,0,0,0,26.4,0.1
2022-03-19,Pizza,82,1,0,0,0,26.4,0.1
2022-03-19,Pasta,65,1,0,0,0,26.4,0.1
2022-03-19,Salad,45,1,0,0,0,26.4,0.1
2022-03-20,Burger,112,1,0,0,0,26.4,0.6
2022-03-20,Pizza,79,1,0,0,0,26.4,0.6
2022-03-20,Pasta,60,1,0,0,0,26.4,0.6
2022-03-20,Salad,42,1,0,0,0,26.4,0.6
2022-03-21,Burger,76,0,0,0,0,25.8,0.0
2022-03-21,Pizza,56,0,0,0,0,25.8,0.0
2022-03-21,Pasta,45,0,0,0,0,25.8,0.0
2022-03-21,Salad,30,0,0,0,0,25.8,0.0
2022-03-22,Burger,77,0,0,0,0,28.9,0.0
2022-03-22,Pizza,66,0,0,0,0,28.9,0.0
2022-03-22,Pasta,52,0,0,0,0,28.9,0.0
2022-03-22,Salad,39,0,0,0,0,28.9,0.0
2022-03-23,Burger,72,0,0,0,0,25.8,0.7
2022-03-23,Pizza,58,0,0,0,0,25.8,0.7
2022-03-23,Pasta,45,0,0,0,0,25.8,0.7
2022-03-23,Salad,26,0,0,0,0,25.8,0.7
2022-03-24,Burger,87,0,0,0,0,24.7,0.3
2022-03-24,Pizza,67,0,0,0,0,24.7,0.3
2022-03-24,Pasta,43,0,0,0,0,24.7,0.3
2022-03-24,Salad,34,0,0,0,0,24.7,0.3
2022-03-25,Burger,87,0,0,0,0,27.7,0.4
2022-03-25,Pizza,64,0,0,0,0,27.7,0.4
2022-03-25,Pasta,44,0,0,0,0,27.7,0.4
2022-03-25,Salad,41,0,0,0,0,27.7,0.4
2022-03-26,Burger,96,1,0,0,0,25.6,0.0
2022-03-26,Pizza,81,1,0,0,0,25.6,0.0
2022-03-26,Pasta,65,1,0,0,0,25.6,0.0
2022-03-26,Salad,46,1,0,0,0,25.6,0.0
2022-03-27,Burger,118,1,0,0,0,26.1,1.1
2022-03-27,Pizza,89,1,0,0,0,26.1,1.1
2022-03-27,Pasta,62,1,0,0,0,26.1,1.1
2022-03-27,Salad,52,1,0,0,0,26.1,1.1
2022-03-28,Burger,70,0,0,0,0,26.6,0.4
2022-03-28,Pizza,59,0,0,0,0,26.6,0.4
2022-03-28,Pasta,54,0,0,0,0,26.6,0.4
2022-03-28,Salad,33,0,0,0,0,26.6,0.4
2022-03-29,Burger,84,0,0,0,0,25.7,0.2
2022-03-29,Pizza,74,0,0,0,0,25.7,0.2
2022-03-29,Pasta,41,0,0,0,0,25.7,0.2
2022-03-29,Salad,36,0,0,0,0,25.7,0.2
2022-03-30,Burger,73,0,0,0,0,25.7,0.1
2022-03-30,Pizza,57,0,0,0,0,25.7,0.1
2022-03-30,Pasta,45,0,0,0,0,25.7,0.1
2022-03-30,Salad,26,0,0,0,0,25.7,0.1
2022-03-31,Burger,71,0,0,0,0,27.3,2.0
2022-03-31,Pizza,54,0,0,0,0,27.3,2.0
2022-03-31,Pasta,41,0,0,0,0,27.3,2.0
2022-03-31,Salad,36,0,0,0,0,27.3,2.0
2022-04-01,Burger,74,0,0,0,0,28.6,4.0
2022-04-01,Pizza,81,0,0,0,0,28.6,4.0
2022-04-01,Pasta,58,0,0,0,0,28.6,4.0
2022-04-01,Salad,42,0,0,0,0,28.6,4.0
2022-04-02,Burger,108,1,0,0,0,27.1,0.3
2022-04-02,Pizza,78,1,0,0,0,27.1,0.3
2022-04-02,Pasta,60,1,0,0,0,27.1,0.3
2022-04-02,Salad,54,1,0,0,0,27.1,0.3
2022-04-03,Burger,99,1,0,0,0,28.3,0.5
2022-04-03,Pizza,78,1,0,0,0,28.3,0.5
2022-04-03,Pasta,67,1,0,0,0,28.3,0.5
2022-04-03,Salad,64,1,0,0,0,28.3,0.5
2022-04-04,Burger,74,0,0,0,0,26.1,0.1
2022-04-04,Pizza,63,0,0,0,0,26.1,0.1
2022-04-04,Pasta,55,0,0,0,0,26.1,0.1
2022-04-04,Salad,34,0,0,0,0,26.1,0.1
2022-04-05,Burger,68,0,0,0,0,29.0,2.1
2022-04-05,Pizza,57,0,0,0,0,29.0,2.1
2022-04-05,Pasta,57,0,0,0,0,29.0,2.1
2022-04-05,Salad,29,0,0,0,0,29.0,2.1
2022-04-06,Burger,74,0,0,0,0,26.8,4.0
2022-04-06,Pizza,55,0,0,0,0,26.8,4.0
2022-04-06,Pasta,44,0,0,0,0,26.8,4.0
2022-04-06,Salad,32,0,0,0,0,26.8,4.0
2022-04-07,Burger,83,0,0,0,0,29.4,0.2
2022-04-07,Pizza,62,0,0,0,0,29.4,0.2
2022-04-07,Pasta,51,0,0,0,0,29.4,0.2
2022-04-07,Salad,37,0,0,0,0,29.4,0.2
2022-04-08,Burger,89,0,0,0,0,27.6,2.5
2022-04-08,Pizza,85,0,0,0,0,27.6,2.5
2022-04-08,Pasta,57,0,0,0,0,27.6,2.5
2022-04-08,Salad,38,0,0,0,0,27.6,2.5
2022-04-09,Burger,111,1,0,0,0,29.4,0.9
2022-04-09,Pizza,87,1,0,0,0,29.4,0.9
2022-04-09,Pasta,53,1,0,0,0,29.4,0.9
2022-04-09,Salad,60,1,0,0,0,29.4,0.9
2022-04-10,Burger,111,1,0,0,0,27.0,1.0
2022-04-10,Pizza,85,1,0,0,0,27.0,1.0
2022-04-10,Pasta,71,1,0,0,0,27.0,1.0
2022-04-10,Salad,38,1,0,0,0,27.0,1.0
2022-04-11,Burger,87,0,0,0,0,28.3,0.2
2022-04-11,Pizza,67,0,0,0,0,28.3,0.2
2022-04-11,Pasta,52,0,0,0,0,28.3,0.2
2022-04-11,Salad,34,0,0,0,0,28.3,0.2
2022-04-12,Burger,81,0,0,0,0,27.5,2.4
2022-04-12,Pizza,76,0,0,0,0,27.5,2.4
2022-04-12,Pasta,47,0,0,0,0,27.5,2.4
2022-04-12,Salad,36,0,0,0,0,27.5,2.4
2022-04-13,Burger,74,0,0,0,0,27.4,0.4
2022-04-13,Pizza,75,0,0,0,0,27.4,0.4
2022-04-13,Pasta,51,0,0,0,0,27.4,0.4
2022-04-13,Salad,36,0,0,0,0,27.4,0.4
2022-04-14,Burger,118,0,1,0,0,29.0,2.6
2022-04-14,Pizza,88,0,1,0,0,29.0,2.6
2022-04-14,Pasta,69,0,1,0,0,29.0,2.6
2022-04-14,Salad,59,0,1,0,0,29.0,2.6
2022-04-15,Burger,80,0,0,0,0,28.9,1.9
2022-04-15,Pizza,82,0,0,0,0,28.9,1.9
2022-04-15,Pasta,58,0,0,0,0,28.9,1.9
2022-04-15,Salad,35,0,0,0,0,28.9,1.9
2022-04-16,Burger,96,1,0,0,0,28.3,0.6
2022-04-16,Pizza,109,1,0,0,0,28.3,0.6
2022-04-16,Pasta,75,1,0,0,0,28.3,0.6
2022-04-16,Salad,54,1,0,0,0,28.3,0.6
2022-04-17,Burger,95,1,0,0,0,28.3,1.1
2022-04-17,Pizza,85,1,0,0,0,28.3,1.1
2022-04-17,Pasta,65,1,0,0,0,28.3,1.1
2022-04-17,Salad,58,1,0,0,0,28.3,1.1
2022-04-18,Burger,67,0,0,0,0,28.7,3.8
2022-04-18,Pizza,62,0,0,0,0,28.7,3.8
2022-04-18,Pasta,52,0,0,0,0,28.7,3.8
2022-04-18,Salad,38,0,0,0,0,28.7,3.8
2022-04-19,Burger,68,0,0,0,0,29.9,4.1
2022-04-19,Pizza,58,0,0,0,0,29.9,4.1
2022-04-19,Pasta,46,0,0,0,0,29.9,4.1
2022-04-19,Salad,43,0,0,0,0,29.9,4.1
2022-04-20,Burger,79,0,0,0,0,28.6,0.8
2022-04-20,Pizza,62,0,0,0,0,28.6,0.8
2022-04-20,Pasta,43,0,0,0,0,28.6,0.8
2022-04-20,Salad,31,0,0,0,0,28.6,0.8
2022-04-21,Burger,81,0,0,0,0,29.0,0.6
2022-04-21,Pizza,74,0,0,0,0,29.0,0.6
2022-04-21,Pasta,44,0,0,0,0,29.0,0.6
2022-04-21,Salad,32,0,0,0,0,29.0,0.6
2022-04-22,Burger,89,0,0,0,0,27.7,0.9
2022-04-22,Pizza,72,0,0,0,0,27.7,0.9
2022-04-22,Pasta,40,0,0,0,0,27.7,0.9
2022-04-22,Salad,42,0,0,0,0,27.7,0.9
2022-04-23,Burger,122,1,0,0,0,27.7,1.3
2022-04-23,Pizza,83,1,0,0,0,27.7,1.3
2022-04-23,Pasta,73,1,0,0,0,27.7,1.3
2022-04-23,Salad,48,1,0,0,0,27.7,1.3
2022-04-24,Burger,103,1,0,0,0,27.8,8.7
2022-04-24,Pizza,67,1,0,0,0,27.8,8.7
2022-04-24,Pasta,49,1,0,0,0,27.8,8.7
2022-04-24,Salad,37,1,0,0,0,27.8,8.7
2022-04-25,Burger,80,0,0,0,0,28.2,0.3
2022-04-25,Pizza,83,0,0,0,0,28.2,0.3
2022-04-25,Pasta,43,0,0,0,0,28.2,0.3
2022-04-25,Salad,43,0,0,0,0,28.2,0.3
2022-04-26,Burger,90,0,0,0,0,24.8,0.9
2022-04-26,Pizza,51,0,0,0,0,24.8,0.9
2022-04-26,Pasta,48,0,0,0,0,24.8,0.9
2022-04-26,Salad,34,0,0,0,0,24.8,0.9
2022-04-27,Burger,72,0,0,0,0,26.3,1.5
2022-04-27,Pizza,61,0,0,0,0,26.3,1.5
2022-04-27,Pasta,48,0,0,0,0,26.3,1.5
2022-04-27,Salad,37,0,0,0,0,26.3,1.5
2022-04-28,Burger,84,0,0,0,0,27.1,1.6
2022-04-28,Pizza,56,0,0,0,0,27.1,1.6
2022-04-28,Pasta,45,0,0,0,0,27.1,1.6
